98.950000 24.570000 15 323 80 -172 232 82 -10 3.817611 28 0 0 1976-05-29T12:23:18
98.710000 24.530000 15 242 88 0 152 90 178 3.817611 28 0 0 1976-05-29T14:00:18
98.640000 24.340000 15 342 72 -169 249 80 -18 3.217671 25 0 0 1976-05-31T05:08:28
96.320000 3.400000 19 338 28 99 147 62 85 2.196174 30 0 0 1976-06-20T20:53:13
98.700000 24.780000 15 338 88 -178 248 88 -2 9.557259 25 0 0 1976-07-21T15:10:45
97.070000 26.680000 15 148 45 93 323 45 87 4.050031 24 0 0 1976-08-12T23:26:46
101.050000 27.600000 22 19 66 -6 111 84 -156 2.941880 26 0 0 1976-11-06T18:04:08
109.010000 -7.890000 102 63 23 -130 285 73 -75 4.050031 24 0 0 1977-01-01T17:35:54
99.860000 1.580000 186 92 46 132 220 58 56 4.050031 24 0 0 1977-01-12T23:35:19
100.020000 0.450000 19 312 80 179 42 89 10 3.217671 25 0 0 1977-03-08T23:17:28
92.990000 21.750000 40 216 72 3 125 87 162 1.122018 25 0 0 1977-05-12T12:20:00
101.980000 -4.440000 45 312 20 99 123 70 87 2.329879 23 0 0 1977-05-20T22:51:13
98.680000 0.670000 40 332 11 112 130 80 86 9.600452 22 0 0 1977-05-23T21:55:54
95.770000 4.240000 64 78 19 -140 310 78 -76 9.390023 26 0 0 1977-05-25T14:55:45
101.490000 -3.100000 63 319 20 105 123 70 84 2.329879 23 0 0 1977-06-10T02:35:14
100.830000 -2.270000 50 228 24 -48 3 73 -107 3.776809 21 0 0 1977-06-24T16:20:30
102.230000 -4.600000 42 327 16 117 120 76 83 8.103389 21 0 0 1977-06-25T06:39:18
107.640000 -8.170000 100 146 43 43 21 62 124 1.791465 22 0 0 1977-08-10T07:07:26
107.570000 -7.760000 33 291 24 105 95 67 84 3.217671 25 0 0 1977-08-14T21:38:51
107.090000 -6.570000 137 11 29 38 247 73 114 5.839491 23 0 0 1977-09-10T13:39:01
93.350000 23.480000 60 145 41 -171 48 84 -49 4.083194 22 0 0 1977-10-13T11:32:09
102.020000 -4.350000 39 293 22 80 125 68 94 3.217671 25 0 0 1977-11-18T10:17:41
95.890000 3.510000 62 87 50 -176 354 87 -40 3.217671 25 0 0 1977-12-03T13:41:20
93.020000 12.800000 15 129 43 46 2 61 123 2.329879 23 0 0 1978-02-07T12:30:40
93.070000 12.860000 15 162 36 95 336 54 86 5.839491 23 0 0 1978-02-07T20:31:54
102.890000 -4.230000 57 319 26 123 104 68 75 8.103389 21 0 0 1978-02-08T13:05:26
94.720000 23.090000 122 331 31 44 201 69 113 3.776809 21 0 0 1978-02-23T23:18:33
103.970000 -5.850000 50 338 29 129 115 68 71 2.329879 23 0 0 1978-04-29T02:26:48
94.150000 6.340000 33 275 68 16 179 75 158 8.103389 21 0 0 1978-06-07T10:26:19
102.810000 -5.120000 15 338 21 142 104 77 73 9.600452 22 0 0 1978-06-12T00:06:18
102.360000 -5.060000 15 311 9 105 116 81 88 9.390023 26 0 0 1978-06-24T09:31:42
100.580000 20.510000 15 148 84 177 239 87 6 8.103389 21 0 0 1978-08-02T07:45:52
84.280000 -0.910000 42 64 35 79 257 56 97 4.050031 24 0 0 1978-08-03T01:10:26
102.410000 -4.020000 77 328 21 120 116 72 79 2.329879 23 0 0 1978-08-05T18:52:09
101.150000 27.640000 10 5 58 -26 109 68 -145 1.791465 22 0 0 1978-08-31T03:26:50
101.050000 23.040000 10 223 69 7 131 84 158 4.083194 22 0 0 1978-09-09T23:11:11
95.860000 16.600000 10 17 76 -168 284 78 -14 1.512400 24 0 0 1978-09-30T09:04:31
96.510000 14.560000 15 176 90 180 266 90 0 4.083194 22 0 0 1978-10-24T13:38:48
95.450000 4.220000 58 173 27 -50 309 70 -109 1.512400 24 0 0 1978-12-18T08:26:20
93.690000 20.890000 95 93 32 62 305 62 106 1.791465 22 0 0 1979-01-01T18:51:10
101.250000 -4.080000 30 339 8 124 125 83 85 2.941880 26 0 0 1979-01-11T06:28:13
101.140000 23.160000 10 33 62 -3 124 87 -152 1.122018 25 0 0 1979-03-15T12:52:29
96.330000 5.230000 15 49 32 48 276 67 113 4.050031 24 0 0 1979-03-16T15:35:22
98.130000 -1.240000 15 292 11 55 148 81 97 4.083194 22 0 0 1979-04-19T07:20:48
98.220000 -1.210000 15 310 13 72 149 77 94 1.512400 24 0 0 1979-04-19T22:47:12
98.780000 0.540000 67 233 61 26 130 68 148 5.839491 23 0 0 1979-04-28T03:29:56
105.960000 -6.310000 118 69 58 171 164 82 33 4.050031 24 0 0 1979-05-07T12:52:06
98.250000 -0.390000 15 268 5 43 136 86 94 4.083194 22 0 0 1979-05-08T01:19:43
100.960000 -1.080000 117 107 54 142 222 60 43 8.103389 21 0 0 1979-05-19T22:34:34
94.720000 24.500000 108 109 30 134 241 69 68 4.083194 22 0 0 1979-05-29T00:39:52
94.410000 7.310000 124 55 13 77 249 77 93 3.776809 21 0 0 1979-06-08T20:36:40
97.290000 -0.930000 15 182 54 -45 303 55 -134 8.103389 21 0 0 1979-06-13T01:24:32
100.550000 -6.280000 15 128 40 -84 300 50 -95 3.776809 21 0 0 1979-06-17T14:56:49
87.480000 26.740000 24 179 34 -82 350 57 -95 1.812731 21 0 0 1979-06-19T16:29:08
103.640000 -5.960000 114 287 56 -25 32 70 -144 9.600452 22 0 0 1979-06-25T12:18:26
95.260000 24.900000 117 44 28 99 215 62 85 1.812731 21 0 0 1979-07-13T23:20:08
98.760000 -4.430000 29 247 48 138 8 60 51 5.839491 23 0 0 1979-07-17T16:01:15
102.320000 -6.370000 25 5 12 163 111 86 78 9.600452 22 0 0 1979-07-29T05:25:38
108.860000 -8.710000 33 262 27 69 105 65 100 4.083194 22 0 0 1979-08-07T04:41:52
103.040000 -5.710000 26 319 13 128 100 80 82 2.329879 23 0 0 1979-09-16T16:30:28
94.250000 1.190000 38 284 88 -179 194 89 -2 5.468585 29 0 0 1979-09-29T18:37:12
94.820000 18.110000 54 181 16 -64 334 76 -97 2.329879 23 0 0 1979-10-03T11:35:14
106.040000 -7.210000 46 297 26 104 101 65 83 1.512400 24 0 0 1979-10-10T13:39:14
91.200000 6.390000 16 14 76 -7 106 83 -166 2.329879 23 0 0 1979-10-16T22:51:23
108.250000 -7.660000 72 20 41 72 223 51 105 3.109627 27 0 0 1979-11-02T15:53:03
102.020000 -4.440000 46 326 16 111 124 75 84 2.941880 26 0 0 1979-11-13T19:05:02
96.320000 25.210000 10 357 79 -175 266 85 -11 1.791465 22 0 0 1979-11-25T02:40:48
102.710000 -3.300000 26 229 74 -4 320 86 -164 1.069055 28 0 0 1979-12-15T00:02:41
97.040000 27.090000 10 119 42 72 323 51 106 1.791465 22 0 0 1979-12-21T06:31:51
88.870000 -3.390000 15 280 83 178 10 88 7 2.329879 23 0 0 1980-01-28T14:46:39
101.360000 27.810000 10 213 74 -6 304 84 -164 9.600452 22 0 0 1980-02-02T12:29:16
92.610000 6.700000 15 308 35 38 186 69 119 5.839491 23 0 0 1980-02-19T17:27:36
100.100000 0.610000 155 97 42 141 218 65 55 1.791465 22 0 0 1980-02-27T15:34:20
102.050000 -4.290000 55 37 47 162 139 77 44 1.791465 22 0 0 1980-03-18T00:43:29
97.560000 4.030000 48 72 80 5 341 85 170 3.217671 25 0 0 1980-04-01T16:21:48
103.170000 -5.590000 29 73 33 168 173 84 58 5.839491 23 0 0 1980-04-03T10:18:21
108.790000 -8.080000 85 11 40 55 233 58 116 9.557259 25 0 0 1980-04-16T12:18:20
93.830000 10.660000 156 154 58 146 264 62 37 1.791465 22 0 0 1980-06-01T23:11:24
101.200000 -2.790000 31 325 19 120 113 74 80 5.839491 23 0 0 1980-07-23T21:15:15
81.260000 29.330000 10 278 25 89 98 65 90 9.600452 22 0 0 1980-07-29T12:23:12
81.090000 29.600000 22 290 21 91 108 69 89 1.069055 28 0 0 1980-07-29T14:58:40
94.700000 15.870000 20 114 40 86 299 50 93 8.103389 21 0 0 1980-08-27T04:30:16
102.410000 -5.130000 20 304 13 90 124 77 90 9.600452 22 0 0 1980-09-20T17:44:24
107.660000 -7.130000 141 91 16 -133 315 79 -79 4.083194 22 0 0 1980-09-22T18:17:55
103.120000 -5.370000 30 315 15 109 116 76 85 9.390023 26 0 0 1980-10-08T16:04:45
88.750000 27.390000 44 209 51 -2 301 89 -141 2.941880 26 0 0 1980-11-19T19:00:46
93.900000 22.720000 20 208 19 131 345 76 78 8.103389 21 0 0 1980-11-20T18:14:11
97.310000 0.150000 15 286 27 31 168 77 113 9.600452 22 0 0 1980-12-30T15:48:38
98.070000 2.060000 41 301 23 86 126 67 92 3.217671 25 0 0 1981-01-11T15:09:46
102.910000 -5.430000 23 309 20 105 113 71 85 1.512400 24 0 0 1981-01-16T21:37:20
102.930000 -5.420000 35 251 29 39 125 72 113 9.600452 22 0 0 1981-01-24T22:21:00
85.460000 8.070000 15 340 73 -177 249 87 -17 9.600452 22 0 0 1981-04-12T10:18:33
95.380000 24.940000 152 135 44 80 329 47 99 5.839491 23 0 0 1981-04-25T11:32:23
94.590000 22.960000 99 247 22 21 137 82 111 1.812731 21 0 0 1981-05-01T04:08:10
95.130000 22.490000 10 7 40 142 128 67 57 8.954507 20 0 0 1981-06-30T21:55:47
97.980000 25.150000 10 153 46 -141 33 63 -52 1.791465 22 0 0 1981-08-14T06:09:33
96.620000 25.490000 37 298 66 -7 30 83 -156 3.776809 21 0 0 1981-08-16T18:55:41
99.350000 21.060000 16 77 60 13 341 79 150 8.103389 21 0 0 1981-09-12T05:25:19
101.350000 23.010000 10 143 71 -172 50 82 -19 4.083194 22 0 0 1981-09-19T06:50:59
106.460000 -8.810000 15 331 15 135 105 80 79 2.329879 23 0 0 1981-10-23T13:26:21
92.910000 12.140000 25 109 21 50 331 74 104 5.839491 23 0 0 1981-11-02T21:10:25
100.290000 -1.010000 67 339 63 168 75 79 28 9.600452 22 0 0 1981-11-12T19:27:47
100.590000 -1.530000 77 327 29 105 130 62 82 9.600452 22 0 0 1981-12-08T08:18:57
94.030000 6.940000 29 87 69 9 353 81 159 2.941880 26 0 0 1982-01-20T04:25:12
93.970000 7.120000 22 1 77 172 93 83 13 9.557259 25 0 0 1982-01-20T07:09:18
94.790000 5.680000 66 94 72 168 188 78 19 5.839491 23 0 0 1982-02-13T19:56:12
102.420000 -6.180000 15 21 24 171 119 86 66 2.329879 23 0 0 1982-02-21T09:25:16
97.780000 4.400000 11 300 49 51 171 54 126 4.050031 24 0 0 1982-02-24T04:22:39
101.920000 -4.600000 18 319 27 39 194 74 112 1.791465 22 0 0 1982-03-18T04:52:48
97.020000 2.480000 15 281 22 51 143 73 104 2.329879 23 0 0 1982-03-22T08:38:33
86.350000 18.660000 31 325 51 131 91 54 51 8.103389 21 0 0 1982-04-08T02:41:19
93.950000 7.430000 33 81 79 0 351 90 169 1.791465 22 0 0 1982-04-08T21:34:16
103.160000 -4.740000 20 322 19 124 106 74 79 9.600452 22 0 0 1982-04-15T14:51:32
94.030000 7.560000 12 19 23 -98 208 68 -86 9.600452 22 0 0 1982-05-22T08:52:58
101.880000 21.920000 10 49 66 -3 141 87 -156 9.600452 22 0 0 1982-06-01T06:12:16
103.050000 -4.740000 46 347 41 140 110 65 56 5.839491 23 0 0 1982-06-14T16:41:01
103.510000 -6.290000 37 82 60 -9 177 82 -149 5.839491 23 0 0 1982-06-25T10:23:52
100.370000 26.570000 10 347 26 -90 166 64 -90 1.791465 22 0 0 1982-07-03T08:13:35
90.620000 19.530000 29 240 73 0 330 90 -163 2.329879 23 0 0 1982-07-04T18:34:27
99.850000 26.360000 10 146 22 -112 350 69 -81 8.103389 21 0 0 1982-10-08T13:34:57
108.650000 -7.450000 138 23 45 69 232 49 110 9.600452 22 0 0 1982-10-26T12:44:18
105.810000 23.840000 10 33 74 6 301 85 164 8.103389 21 0 0 1982-10-27T15:36:36
107.190000 -8.090000 36 281 23 89 102 67 91 2.329879 23 0 0 1982-10-29T08:13:06
96.130000 2.940000 19 299 51 -144 184 63 -46 4.083194 22 0 0 1982-10-31T02:48:13
101.670000 -6.680000 29 108 35 -135 338 66 -64 9.557259 25 0 0 1982-11-11T00:43:45
92.990000 11.690000 63 268 52 30 158 67 138 2.329879 23 0 0 1982-12-16T08:56:38
101.260000 -3.160000 55 279 32 53 141 65 110 9.600452 22 0 0 1983-01-04T03:09:03
103.000000 -6.650000 49 2 56 156 106 70 36 4.083194 22 0 0 1983-01-22T01:24:33
102.990000 -6.750000 35 325 41 113 116 53 71 9.557259 25 0 0 1983-01-22T06:44:36
93.640000 12.950000 72 291 50 39 174 62 133 1.416881 29 0 0 1983-01-24T23:09:21
