> Eurasia
149.717 -3.58
149.603 -3.57
149.453 -3.544
149.295 -3.522
149.089 -3.466
148.878 -3.395
148.675 -3.306
148.499 -3.222
148.329 -3.141
148.123 -3.026
147.983 -2.922
147.816 -2.813
147.605 -2.879
147.539 -2.881
147.478 -2.909
147.407 -2.962
147.325 -3.053
147.241 -3.152
147.162 -3.261
147.083 -3.385
146.999 -3.514
146.918 -3.641
146.836 -3.755
146.415 -3.438
146.11 -3.471
145.399 -3.485
144.807 -3.55
144.368 -3.531
143.33 -3.416
143.483 -3.705
143.724 -3.983
144.102 -4.401
144.536 -4.778
144.79 -4.999
145.076 -5.251
145.356 -5.521
145.839 -5.984
146.069 -6.121
146.237 -6.257
146.407 -6.422
146.647 -6.542
146.863 -6.62
147.178 -6.82
147.262 -6.949
147.643 -7.171
148.06 -7.324
148.501 -7.388
148.909 -7.236
149.311 -7.042
149.749 -6.954
150.188 -6.868
150.608 -6.71
151.013 -6.518
151.396 -6.285
151.753 -6.014
152.148 -5.805
152.573 -5.661
153.014 -5.718
153.423 -5.901
153.79 -6.159
153.823 -6.046
153.614 -5.704
153.403 -5.361
153.193 -5.018
152.927 -4.603
152.662 -4.188
152.616 -4.13
152.557 -4.039
152.478 -3.974
152.415 -3.903
152.328 -3.822
152.226 -3.739
152.132 -3.666
152.038 -3.636
151.987 -3.649
151.929 -3.677
151.814 -3.72
151.675 -3.769
151.563 -3.665
151.428 -3.754
151.375 -3.706
151.301 -3.656
151.25 -3.607
151.204 -3.602
> Maoke
134.091 -1.986
134.217 -2.874
134.548 -3.142
135.217 -3.804
135.771 -3.403
136.091 -2.909
136.529 -2.542
136.92 -2.129
137.15 -1.854
135.7 -1.579
133.905 -0.926
134.091 -1.986
> BirdsHead
129.732 -2.493
130.879 -2.852
131.918 -3.323
132.974 -4.279
133.544 -4.114
133.923 -4.09
134.72 -4.051
135.217 -3.804
134.548 -3.142
134.217 -2.874
134.091 -1.986
133.905 -0.926
133.571 -0.788
131.624 -0.687
130.898 -0.839
129.591 -1.686
128.434 -2.277
129.732 -2.493
> CLUZ
119.107 16.921
119.151 14.22
119.298 13.744
119.705 13.72
120.303 13.605
120.708 13.649
121.008 14.023
121.377 14.35
121.677 14.851
121.499 15.154
121.327 15.431
121.166 15.63
121.004 15.775
120.442 16.184
119.624 16.681
119.107 16.921
> RedSea
40.186 17.016
39.879 16.455
39.6 15.76
39.488 15.467
39.991 14.638
40.212 14.243
40.588 13.684
41.497 12.155
41.866 11.488
43.855 11.898
42.875 13.732
41.917 15.654
40.465 17.577
40.186 17.016
> Menderes
26.039 38.092
27.22 37.779
27.347 37.816
27.614 37.879
28.936 37.95
28.814 38.22
28.331 38.517
27.58 38.546
27.491 38.644
26.442 38.68
25.598 38.701
25.251 38.363
26.039 38.092
> Metzger
-18.099 66.644
-18.52 66.996
-18.705 66.997
-18.903 66.592
-18.795 66.287
-17.904 66.139
-17.347 66.035
-16.726 65.872
-16.577 66.226
-17.307 66.429
-18.099 66.644
> southernmost_sliver
98.539 22.934
98.017 22.795
97.188 22.695
96.481 22.717
95.968 22.923
95.947 22.603
95.978 22.254
95.971 21.859
95.983 21.374
96.042 20.815
96.173 19.731
96.251 19.314
98.167 19.921
99.615 20.792
101.064 21.739
100.281 22.401
99.239 23.239
98.539 22.934
> WNFB
172.06 -23.173
173.212 -22.834
174.034 -22.488
174.584 -22.17
175.231 -21.75
175.733 -21.422
176.121 -21.166
175.828 -20.629
175.59 -20.189
175.574 -19.977
175.559 -19.755
175.772 -19.547
175.839 -19.445
175.885 -19.327
175.9 -19.162
175.922 -19.08
175.975 -19.022
176.061 -18.895
176.136 -18.732
176.212 -18.611
176.215 -18.319
176.244 -18.242
176.3 -18.14
176.342 -18.038
176.336 -17.823
175.973 -17.804
175.986 -17.541
176.036 -17.239
176.065 -17.09
176.106 -16.965
176.148 -16.816
176.179 -16.67
176.184 -16.552
175.893 -16.558
175.612 -16.586
175.487 -16.622
175.381 -16.629
175.226 -16.741
175.107 -16.748
174.885 -16.873
174.503 -16.563
173.901 -16.849
173.788 -16.798
173.718 -16.713
173.669 -16.614
173.593 -16.497
173.455 -16.259
173.567 -16.151
173.531 -16.027
173.485 -15.922
173.4 -15.779
173.555 -15.697
173.539 -15.605
173.516 -15.567
173.464 -15.504
173.428 -15.437
173.388 -15.361
173.359 -15.234
173.346 -15.154
173.32 -15.081
173.294 -14.992
173.259 -14.897
173.21 -14.77
173.178 -14.669
173.139 -14.51
173.019 -14.294
172.881 -13.965
172.74 -13.693
172.571 -13.411
172.434 -13.435
172.3 -13.481
172.163 -13.569
171.972 -13.678
171.619 -13.75
171.296 -13.793
171.295 -14.066
171.181 -14.083
170.945 -14.093
170.642 -14.088
170.638 -13.942
170.15 -13.974
169.739 -13.954
169.738 -13.824
169.622 -13.808
169.456 -13.811
169.231 -13.8
169.234 -13.651
169.026 -13.639
168.792 -13.63
168.577 -13.602
168.596 -13.514
168.159 -13.523
168 -14
168.4 -16
168.628 -16.527
168.755 -16.807
169.4 -18.25
170.4 -20
171.2 -22
170.547 -22.827
172.06 -23.173
> SVAN
167.004 -17.313
167.335 -17.977
167.958 -19.673
168.879 -21.25
170.13 -22.6
170.321 -22.702
170.547 -22.827
171.2 -22
170.4 -20
169.4 -18.25
168.755 -16.807
168.628 -16.527
166.811 -16.92
167.004 -17.313
> NHIS
-74.863 21.052
-74.533 19.982
-73.553 19.95
-72.812 19.9
-72.438 19.883
-71.776 19.7
-71.012 19.543
-70.571 19.39
-69.654 19.178
-68.932 19.091
-68.447 19.535
-68.825 19.56
-69.198 19.62
-69.56 19.723
-69.908 19.865
-70.253 20.012
-70.611 20.127
-70.98 20.209
-71.354 20.262
-71.73 20.296
-72.107 20.321
-72.484 20.345
-72.86 20.382
-73.231 20.442
-73.594 20.538
-73.942 20.673
-74.276 20.837
-74.6 21.018
-74.919 21.207
-74.863 21.052
> MANA
175.351 -39.266
175.338 -39.373
175.249 -39.451
175.031 -39.7
174.883 -39.794
174.774 -39.867
174.442 -40.155
173.837 -40.638
173.209 -41.293
172.953 -41.517
172.83 -41.818
173.27 -41.643
173.632 -41.545
174.167 -41.38
174.355 -41.357
174.575 -41.267
174.832 -40.84
174.908 -40.765
175.222 -40.35
175.5 -40
175.75 -39.684
175.692 -39.536
175.703 -39.426
175.713 -39.368
175.727 -39.289
175.631 -39.256
175.542 -39.238
175.384 -39.219
175.351 -39.266
> WELL
176.5 -38.25
176.183 -38.567
175.878 -39.014
175.825 -39.121
175.786 -39.207
175.727 -39.289
175.713 -39.368
175.703 -39.426
175.692 -39.536
175.75 -39.684
175.5 -40
175.222 -40.35
174.908 -40.765
174.832 -40.84
174.575 -41.267
174.355 -41.357
174.167 -41.38
173.632 -41.545
173.872 -41.718
174.025 -41.633
174.253 -41.535
174.441 -41.499
174.518 -41.475
174.698 -41.345
174.775 -41.275
175.042 -41.121
175.235 -41.082
175.497 -40.833
175.777 -40.357
176.203 -39.9
176.502 -39.415
176.803 -38.94
177.013 -38.492
177 -37.85
176.853 -37.973
176.5 -38.25
> OTAG
168.718 -44.067
168.65 -45
168 -45.5
167.307 -46.025
166.38 -46.6
165.832 -46.988
165.3 -47.9
168 -47.2
170 -46.9
172 -45.242
169.828 -44.52
168.718 -44.067
> Kermmadec
-175.41 -26.032
-177.791 -25.978
-178.017 -26.767
-178.248 -27.377
-178.482 -27.985
-178.713 -28.693
-178.966 -29.498
-179.074 -29.792
-179.226 -30.355
-179.393 -30.997
-179.515 -31.333
-179.74 -31.751
179.98 -32.347
179.657 -33.019
179.345 -33.602
178.996 -34.246
178.681 -34.786
178.403 -35.161
177.89 -35.917
177.507 -36.461
178.3 -36.8
179.07 -37.337
179.275 -37.475
179.4 -37.538
179.5 -37.625
179.649 -37.623
179.943 -37.488
-179.909 -37.249
-179.783 -36.786
-179.52 -36.387
-179.271 -35.983
-179.056 -35.567
-178.761 -35.186
-178.563 -34.769
-178.352 -34.354
-178.222 -33.917
-177.963 -33.524
-177.782 -33.1
-177.665 -32.66
-177.645 -32.21
-177.371 -31.835
-177.111 -31.45
-176.913 -31.033
-176.675 -30.632
-176.496 -30.209
-176.297 -29.793
-176.133 -29.366
-176.048 -28.922
-175.938 -28.482
-175.841 -28.04
-175.694 -27.614
-175.503 -27.198
-175.406 -26.76
-175.42 -26.31
-175.41 -26.032
> NorthChinaPlain
113.697 35.448
115.73 35.492
118.453 35.131
119.448 37.038
120.478 39.025
118.265 39.378
115.326 37.654
113.697 35.448
> NorthernCordillera
-133.62 69.936
-145.535 70.568
-149.041 65.969
-145.122 65.655
-141.512 65.165
-133.52 62.208
-128.613 60.035
-123.251 55.51
-120.403 57.901
-122.623 62.152
-124.035 63.984
-128.172 65.684
-134.73 66.535
-133.62 69.936
> Novi
-129.409 52.038
-132.775 53.142
-130.856 51.659
-130.149 51.111
-129.543 50.715
-128.336 49.956
-128.196 49.879
-128.001 49.643
-127.792 49.413
-126.998 49.735
-127.715 50.139
-127.037 50.563
-127.009 50.966
-127.184 51.511
-128.003 51.864
-129.409 52.038
> Olym
-127.582 49.184
-127.357 48.961
-127.131 48.739
-126.907 48.516
-126.691 48.291
-126.491 48.059
-126.321 47.818
-126.18 47.568
-126.063 47.312
-125.563 47.156
-124.297 47.316
-123.225 47.549
-122.659 47.65
-122.833 48.078
-123.54 48.117
-124.628 48.445
-125.624 48.976
-126.257 49.31
-126.998 49.735
-127.792 49.413
-127.582 49.184
> vancouver
-127.715 50.139
-126.998 49.735
-126.257 49.31
-125.624 48.976
-124.628 48.445
-123.54 48.117
-122.833 48.078
-122.295 47.919
-121.485 47.594
-120.599 47.201
-119.945 46.988
-120.212 47.405
-120.734 48.119
-121.407 48.913
-122.045 49.468
-123.15 50.319
-124.236 50.918
-125.297 51.399
-126.458 51.966
-128.003 51.864
-127.184 51.511
-127.009 50.966
-127.037 50.563
-127.715 50.139
> S_Kyrgyz
74.834 40.466
75.129 40.296
75.516 39.908
75.853 39.498
78.366 39.89
80.374 41.258
81 41.814
76.866 41.489
76.609 41.298
76.293 41.083
75.969 40.922
75.424 40.773
75.083 40.603
74.834 40.466
> mendocino-ftb
-125.957 47.055
-125.87 46.794
-125.784 46.533
-125.721 46.268
-125.659 46.004
-125.615 45.738
-125.575 45.472
-125.549 45.205
-125.522 44.938
-125.496 44.671
-125.476 44.403
-125.455 44.136
-125.43 43.869
-125.4 43.601
-125.363 43.335
-125.313 43.07
-125.251 42.806
-125.18 42.543
-125.102 42.281
-125.032 42.019
-125.02 41.752
-125.053 41.485
-125.085 41.218
-125.086 40.95
-125.026 40.687
-125.099 40.426
-124.762 40.307
-124.758 40.305
-124.442 40.26
-124.133 40.208
-123.717 39.991
-123.442 40.01
-122.168 40.401
-121.798 40.483
-121.427 40.564
-121.502 40.725
-121.758 41.2
-121.915 41.636
-121.96 41.725
-122.291 42.342
-122.092 43.308
-121.545 43.821
-121.801 44.291
-122.013 44.735
-122.937 45.213
-123.476 45.713
-123.933 46.006
-124.657 46.442
-125.563 47.156
-126.063 47.312
-125.957 47.055
> Taco
-124.657 46.442
-123.97 46.55
-123.109 46.631
-122.289 46.703
-121.82 46.876
-122.259 47.294
-122.659 47.65
-123.225 47.549
-124.297 47.316
-125.563 47.156
-124.657 46.442
> OrBR
-120.26 42.528
-119.68 42.839
-119.098 43.218
-120.026 43.532
-120.752 43.712
-121.545 43.821
-122.092 43.308
-122.291 42.342
-121.96 41.725
-121.915 41.636
-121.495 41.373
-121.075 41.109
-120.759 40.603
-120.344 40.313
-119.93 40.023
-120.053 40.974
-120.192 41.855
-120.26 42.528
> wnv
-120.192 41.855
-120.053 40.974
-119.93 40.023
-119.639 39.845
-119.293 39.673
-118.926 39.101
-118.766 38.767
-118.764 38.659
-118.753 38.622
-118.553 38.356
-118.38 37.951
-117.931 37.909
-118.073 38.415
-118.177 38.693
-118.167 38.96
-118.144 39.198
-118.106 39.354
-118.132 39.503
-118.128 39.733
-117.682 40.19
-117.509 40.464
-117.893 40.905
-117.63 41.922
-117.835 42.334
-117.47 42.582
-118.49 42.757
-119.68 42.839
-120.26 42.528
-120.192 41.855
> Taihang
112.629 37.696
110.796 34.833
113.697 35.448
115.326 37.654
118.265 39.378
115.718 40.363
112.952 39.349
112.629 37.696
> kuwana
129.107 31.359
128.905 30.662
128.843 30.35
128.875 30.087
128.65 29.879
129.044 29.346
128.316 28.698
128.531 28.366
129.965 26.915
130.37 27.48
130.659 28.1
130.945 28.723
131.249 29.339
131.403 29.65
131.904 30.165
132.321 30.317
132.641 30.391
132.677 30.662
132.812 30.975
133.217 31.251
133.337 31.526
133.802 31.789
134.238 32.039
134.568 32.202
134.823 32.289
134.943 32.385
135.007 32.527
135.157 32.594
135.285 32.609
135.487 32.616
135.859 32.669
136.103 32.729
136.29 32.796
136.422 32.805
136.508 32.83
136.793 32.941
136.902 33.001
137.078 33.045
137.24 33.174
137.45 33.253
137.652 33.35
137.72 33.372
137.803 33.438
137.915 33.563
138.058 33.669
138.178 33.785
138.362 33.885
138.467 34.041
138.533 34.404
138.587 34.587
138.602 34.747
138.624 34.886
138.636 35.081
138.594 35.204
138.547 35.297
138.484 35.543
138.442 35.653
138.395 35.76
138.288 35.858
138.181 35.957
138.078 36.015
138.037 35.76
137.94 35.646
137.861 35.558
137.684 35.449
137.563 35.415
137.377 35.317
137.2 35.203
136.977 35.013
136.55 34.794
136.376 34.754
136.221 34.696
136.107 34.632
135.997 34.548
135.915 34.503
135.693 34.375
135.602 34.345
135.444 34.304
135.052 34.236
134.768 34.195
134.097 34.068
133.857 34.042
133.627 33.977
133.25 33.902
133.095 33.877
132.974 33.831
132.905 33.798
132.755 33.772
132.677 33.731
131.989 33.424
131.794 33.351
131.514 33.299
131.406 33.259
131.236 33.208
131.109 33.102
130.917 32.959
130.829 32.908
130.648 32.824
130.527 32.801
130.261 32.756
129.818 32.63
129.584 32.324
129.337 31.861
129.107 31.359
> Tonga
-173.9 -14.5
-174.923 -14.547
-177.13 -15.559
-177.248 -15.71
-177.384 -15.807
-177.493 -15.899
-177.575 -15.961
-177.634 -16.024
-177.664 -16.107
-177.678 -16.177
-177.513 -16.32
-177.364 -16.437
-177.201 -16.575
-177.068 -16.725
-176.921 -16.877
-176.82 -17.034
-176.713 -17.219
-176.625 -17.399
-176.532 -17.574
-176.462 -17.731
-176.403 -17.873
-176.304 -18.055
-176.297 -18.131
-176.33 -18.267
-176.346 -18.307
-176.44 -18.472
-176.511 -18.6
-176.551 -18.686
-176.584 -18.768
-176.587 -18.836
-176.57 -18.975
-176.549 -19.217
-175.979 -19.387
-176.027 -19.651
-176.079 -19.814
-176.122 -19.884
-176.182 -20.106
-176.116 -20.129
-176.152 -20.265
-176.159 -20.423
-176.176 -20.494
-176.19 -20.655
-176.237 -20.796
-176.264 -20.891
-176.289 -21
-176.322 -21.113
-176.372 -21.301
-176.405 -21.487
-176.449 -21.601
-176.52 -21.811
-176.601 -22.007
-176.635 -22.231
-176.691 -22.286
-176.709 -22.5
-176.748 -22.735
-176.913 -23.048
-177.102 -23.414
-177.25 -23.708
-177.419 -24.105
-177.448 -24.242
-177.552 -24.72
-177.657 -25.197
-177.791 -25.978
-175.41 -26.032
-175.398 -25.861
-175.301 -25.421
-175.242 -24.974
-175.214 -24.525
-175.109 -24.086
-174.939 -23.665
-174.695 -23.276
-174.472 -22.877
-174.248 -22.479
-174.037 -22.076
-173.868 -21.657
-173.699 -21.238
-173.523 -20.822
-173.318 -20.417
-173.138 -20.003
-173.004 -19.574
-172.894 -19.139
-172.765 -18.709
-172.628 -18.282
-172.508 -17.851
-172.396 -17.418
-172.336 -16.975
-172.309 -16.53
-172.301 -16.083
-172.341 -15.639
-172.53 -15.236
-172.876 -14.943
-173.263 -14.704
-173.68 -14.55
-173.9 -14.5
> BBLK
125.152 12.931
124.06 13.217
123.206 13.537
122.335 13.958
122.47 13.778
123.464 12.744
123.672 12.442
123.929 12.059
124.492 11.392
124.583 11.24
124.691 11.09
124.79 10.94
124.889 10.789
125.145 10.246
125.419 9.797
125.589 9.14
125.685 8.918
125.989 8.702
126.399 8.5
126.706 8.416
127.15 8.163
126.897 9.22
126.424 10.608
126.18 12.021
125.838 12.659
125.152 12.931
> Sumatra_sliver
96.109 2.759
95.737 2.345
95.428 1.933
95.725 1.616
96.003 1.281
96.252 0.923
96.498 0.562
96.712 0.181
96.945 -0.189
97.164 -0.568
97.395 -0.941
97.618 -1.319
97.861 -1.685
98.097 -2.056
98.338 -2.425
98.608 -2.773
98.892 -3.108
99.156 -3.461
99.423 -3.813
99.698 -4.158
99.974 -4.503
100.228 -4.867
100.536 -5.186
100.811 -5.535
101.094 -5.878
101.379 -6.221
101.658 -6.569
101.971 -6.886
102.329 -7.153
102.701 -7.402
103.073 -7.653
103.483 -7.833
103.888 -8.029
104.299 -8.213
104.699 -8.414
105.092 -8.636
105.483 -8.862
105.869 -9.098
106.261 -9.324
105.089 -6.716
104.561 -5.616
104.281 -5.196
103.84 -4.777
103.591 -4.535
103.419 -4.383
103.268 -4.374
102.843 -3.974
102.662 -3.759
102.456 -3.504
102.343 -3.327
102.215 -3.084
101.973 -2.819
101.815 -2.681
101.625 -2.445
101.5 -2.303
101.57 -2.232
101.267 -1.864
101.18 -1.683
100.896 -1.276
100.706 -1.013
100.576 -0.74
100.467 -0.588
100.445 -0.458
100.224 -0.129
100.233 -0.003
100.127 0.199
100.009 0.257
99.847 0.422
99.625 0.604
99.495 0.821
99.392 1.119
99.315 1.342
99.261 1.518
98.987 1.971
98.732 2.278
98.445 2.64
98.225 2.896
98.019 3.151
97.89 3.399
97.745 3.581
97.514 3.797
97.266 3.946
96.895 3.6
96.109 2.759
> 90East
101.658 -6.569
101.379 -6.221
101.094 -5.878
100.811 -5.535
100.536 -5.186
100.228 -4.867
99.974 -4.503
99.698 -4.158
99.423 -3.813
99.156 -3.461
98.892 -3.108
98.608 -2.773
98.338 -2.425
98.097 -2.056
97.861 -1.685
97.618 -1.319
97.395 -0.941
97.164 -0.568
96.945 -0.189
96.712 0.181
96.498 0.562
96.252 0.923
96.003 1.281
95.725 1.616
95.428 1.933
95.104 2.221
94.415 1.493
93.852 0.882
93.046 0.549
92.241 0.216
91.436 -0.117
90.63 -0.45
89.825 -0.783
89.43 -1.179
89.036 -1.574
88.828 -2.271
88.62 -2.969
87.923 -3.529
87.225 -4.088
86.501 -3.716
85.779 -3.344
84.987 -3.181
84.195 -3.017
83.729 -3.225
83.263 -3.433
82.796 -3.641
82.33 -3.848
81.701 -4.031
81.072 -4.213
80.374 -4.393
79.676 -4.573
79.141 -4.752
78.606 -4.932
77.981 -4.994
77.356 -5.055
76.779 -5.046
76.203 -5.038
75.518 -4.776
74.833 -4.514
74.358 -4.411
73.883 -4.307
73.77 -4.927
73.704 -5.778
73.544 -6.191
73.392 -7.039
72.884 -7.038
72.355 -6.867
71.834 -6.696
71.312 -6.599
70.786 -6.502
70.292 -6.474
69.806 -6.445
69.007 -6.538
68.274 -6.811
67.811 -7.253
68.073 -7.648
67.642 -8.027
68.039 -8.492
67.565 -8.881
67.09 -9.27
67.378 -9.63
66.919 -9.99
66.46 -10.35
66.787 -10.762
66.167 -11.21
66.418 -11.559
65.698 -12.018
66.033 -12.426
66.369 -12.833
65.82 -13.268
66.21 -13.777
65.928 -13.979
66.208 -14.339
66.488 -14.698
66.888 -15.27
67.29 -15.822
67.383 -15.942
67.033 -16.139
67.41 -16.659
66.708 -17.09
66.143 -17.45
65.542 -17.783
65.007 -18.058
65.264 -18.443
65.522 -18.828
66.033 -19.578
66.428 -20.078
66.751 -19.87
67.04 -20.218
67.309 -20.073
67.593 -20.369
67.768 -20.28
67.897 -20.469
68.213 -20.291
68.559 -20.712
68.277 -20.878
68.653 -21.45
69.202 -22.088
68.797 -22.387
69.162 -22.831
69.558 -23.373
69.85 -23.709
69.402 -24.04
69.68 -24.369
69.939 -24.678
69.592 -24.97
70.09 -25.483
69.96 -25.651
70.409 -26.06
70.665 -25.912
70.994 -26.187
71.135 -26.083
71.58 -26.454
71.717 -26.386
72.066 -26.656
72.008 -26.718
72.463 -27.146
72.92 -27.573
73.123 -27.446
73.4 -27.655
73.534 -27.57
73.969 -27.944
74.406 -28.317
74.192 -28.541
74.592 -28.904
74.994 -29.265
74.938 -29.328
75.554 -29.839
75.364 -30.006
75.515 -30.118
75.393 -30.24
75.797 -30.573
76.204 -30.906
76.148 -30.97
76.689 -31.465
76.395 -31.719
76.812 -32.09
77.233 -32.459
77.658 -32.828
78.086 -33.194
78.908 -32.531
79.726 -31.856
80.54 -31.169
81.349 -30.472
82.153 -29.763
82.951 -29.044
83.744 -28.316
84.531 -27.578
85.312 -26.832
86.087 -26.077
86.855 -25.315
87.617 -24.546
88.372 -23.771
89.119 -22.99
89.86 -22.204
90.593 -21.413
91.319 -20.619
92.038 -19.822
92.748 -19.022
93.451 -18.221
94.146 -17.419
94.834 -16.617
95.513 -15.815
96.184 -15.014
96.847 -14.215
97.503 -13.418
98.15 -12.624
98.789 -11.834
99.419 -11.048
100.042 -10.266
100.657 -9.49
101.263 -8.719
101.862 -7.955
102.329 -7.153
101.971 -6.886
101.658 -6.569
> CVAN
166.27 -14.63
166.535 -16.369
166.811 -16.92
168.628 -16.527
168.4 -16
168 -14
166.223 -14.117
166.27 -14.63
> sanriku
140.698 41.453
140.706 41.409
140.765 41.04
140.847 40.765
140.946 40.339
140.98 40.037
140.932 39.706
140.826 39.507
140.736 39.388
140.706 39.206
140.647 39.013
140.495 38.814
140.415 38.635
140.381 38.492
140.268 38.392
140.26 38.278
140.264 38.141
140.041 37.831
139.907 37.541
139.899 36.991
139.879 36.85
139.852 36.27
139.72 35.935
138.974 35.377
139.032 35.354
139.12 35.307
139.16 35.27
139.194 35.241
139.223 35.198
139.25 35.145
139.322 35.019
139.397 34.903
139.496 34.823
139.562 34.772
139.644 34.734
139.762 34.694
139.867 34.702
139.986 34.718
140.058 34.654
140.127 34.579
140.305 34.46
140.701 34.324
140.985 34.268
141.204 34.289
141.319 34.282
141.527 34.253
141.735 34.205
141.82 34.175
141.912 34.157
142.069 34.132
142.098 34.265
142.127 34.399
142.156 34.532
142.185 34.665
142.213 34.799
142.236 34.933
142.257 35.067
142.287 35.2
142.323 35.333
142.355 35.465
142.384 35.599
142.424 35.73
142.483 35.856
142.558 35.978
142.639 36.096
142.724 36.212
142.816 36.325
142.912 36.436
143.006 36.548
143.094 36.664
143.177 36.781
143.264 36.897
143.352 37.012
143.428 37.133
143.489 37.259
143.545 37.387
143.597 37.516
143.648 37.645
143.699 37.774
143.749 37.903
143.797 38.033
143.844 38.163
143.891 38.293
143.937 38.424
143.985 38.553
144.034 38.683
144.081 38.813
144.124 38.944
144.16 39.077
144.187 39.21
144.207 39.344
144.225 39.479
144.243 39.613
144.259 39.748
144.272 39.883
144.287 40.018
144.314 40.151
144.36 40.281
144.422 40.408
144.484 40.535
144.525 40.666
144.543 40.8
144.589 40.93
144.686 41.043
144.363 41.22
143.998 41.537
143.858 41.627
143.653 41.764
143.313 41.994
142.923 42.16
142.406 42.334
142.112 42.462
141.941 42.628
141.839 42.696
141.67 42.607
141.407 42.508
141.191 42.472
140.953 42.419
140.808 42.375
140.497 42.22
140.698 41.453
> JuanDeFuca
-129.543 50.715
-130.149 51.111
-130.856 51.659
-130.903 51.528
-131.074 51.185
-130.753 50.908
-130.254 50.465
-130.329 50.298
-130.168 50.217
-130.3 50.055
-130.162 49.983
-130.501 49.479
-129.705 49.177
-128.919 48.869
-129.147 48.476
-128.94 48.324
-129.19 47.835
-128.938 47.727
-129.259 47.065
-129.572 46.401
-129.803 46.433
-129.917 46.229
-130.051 46.196
-130.073 45.943
-129.869 45.896
-129.936 45.736
-130.187 45.414
-130.069 45.285
-130.367 44.929
-130.48 44.589
-129.498 44.208
-128.528 43.818
-127.571 43.419
-126.627 43.014
-127.039 42.357
-127.241 41.692
-127.401 41.641
-127.446 41.555
-127.56 41.589
-127.639 41.081
-127.717 40.573
-127.585 40.537
-127.579 40.45
-126.869 40.422
-126.159 40.39
-125.45 40.354
-125.099 40.426
-125.026 40.687
-125.086 40.95
-125.085 41.218
-125.053 41.485
-125.02 41.752
-125.032 42.019
-125.102 42.281
-125.18 42.543
-125.251 42.806
-125.313 43.07
-125.363 43.335
-125.4 43.601
-125.43 43.869
-125.455 44.136
-125.476 44.403
-125.496 44.671
-125.522 44.938
-125.549 45.205
-125.575 45.472
-125.615 45.738
-125.659 46.004
-125.721 46.268
-125.784 46.533
-125.87 46.794
-125.957 47.055
-126.063 47.312
-126.18 47.568
-126.321 47.818
-126.491 48.059
-126.691 48.291
-126.907 48.516
-127.131 48.739
-127.357 48.961
-127.582 49.184
-127.792 49.413
-128.001 49.643
-128.196 49.879
-128.336 49.956
-129.543 50.715
> Cocos
-83.1 7.735
-83.395 7.912
-83.69 8.09
-84.043 8.346
-84.384 8.618
-84.776 8.817
-85.18 8.997
-85.579 9.186
-85.937 9.446
-86.265 9.743
-86.548 10.082
-86.837 10.416
-87.148 10.735
-87.446 11.066
-87.805 11.332
-88.171 11.59
-88.557 11.819
-88.962 12.016
-89.378 12.192
-89.798 12.362
-90.224 12.519
-90.674 12.566
-91.108 12.685
-91.483 12.939
-91.875 13.171
-92.288 13.366
-92.703 13.556
-93.108 13.754
-93.519 13.934
-93.921 14.154
-94.307 14.402
-94.69 14.654
-95.084 14.891
-95.487 15.115
-95.933 15.234
-96.394 15.271
-96.859 15.275
-97.316 15.353
-97.764 15.474
-98.211 15.604
-98.649 15.755
-99.082 15.919
-99.513 16.09
-99.954 16.236
-100.383 16.403
-100.819 16.567
-101.254 16.732
-101.692 16.894
-102.133 17.048
-102.574 17.2
-102.968 17.444
-103.378 17.659
-103.796 17.861
-104.18 18.121
-104.517 18.429
-104.919 18.663
-105.191 18.888
-105.247 18.762
-105.248 18.758
-105.352 18.551
-105.586 17.881
-105.399 17.768
-105.367 17.031
-105.398 16.261
-105.357 15.558
-105.32 15.108
-104.69 15.274
-104.563 14.672
-104.437 14.07
-104.181 13.328
-103.927 12.587
-103.772 11.89
-103.875 11.872
-103.807 11.405
-103.739 10.937
-103.628 10.275
-103.598 10.123
-104.33 10.027
-104.296 9.175
-104.258 8.456
-104.229 8.34
-103.595 8.37
-102.961 8.4
-102.81 7.791
-102.659 7.182
-102.558 6.355
-102.457 5.529
-102.32 4.653
-102.184 3.778
-102.259 3.751
-102.199 3.458
-102.219 3.239
-102.193 3.072
-102.145 2.889
-102.118 2.893
-102.096 2.798
-102.109 2.786
-102.068 2.635
-102.082 2.574
-102.077 2.502
-102.094 2.494
-102.085 2.412
-102.09 2.391
-102.088 2.327
-102.08 2.308
-102.075 2.161
-101.512 2.232
-101.203 2.241
-100.047 2.3
-99.913 2.272
-99.811 2.273
-99.739 2.269
-99.657 2.19
-98.918 2.112
-98.889 2.213
-98.367 2.145
-97.846 2.077
-97.551 2.088
-97.585 1.898
-96.88 1.886
-96.175 1.873
-96.12 2.238
-95.224 2.222
-95.198 2.507
-94.404 2.44
-93.611 2.372
-92.928 2.3
-92.245 2.227
-92.09 2.2
-92.118 1.99
-91.538 2.011
-91.561 1.817
-90.697 1.736
-90.663 1.12
-89.784 1.073
-88.904 1.025
-88.025 0.977
-87.145 0.929
-86.266 0.88
-85.386 0.832
-85.349 1.644
-84.576 1.598
-84.571 2.066
-84.567 2.534
-84.467 3.112
-83.922 3.139
-83.378 3.165
-82.806 3.118
-82.875 3.595
-82.899 3.867
-82.907 4.444
-82.883 4.939
-82.57 7.323
-82.835 7.529
-83.1 7.735
> Rivera
-105.629 19.25
-105.974 19.556
-106.179 19.952
-106.385 20.428
-106.387 20.638
-106.381 20.84
-106.442 21.121
-106.525 21.184
-106.551 21.235
