> Eurasia
30.767 40.555
30.23 40.487
29.686 40.389
29.342 40.194
29.03 40.171
28.839 40.152
28.552 40.131
28.269 40.122
27.911 40.101
27.738 40.085
27.414 39.939
27.124 39.861
25.864 39.476
> Marmara_sliver
27.492 40.164
27.341 40.107
25.864 39.476
27.124 39.861
27.414 39.939
27.738 40.085
27.911 40.101
28.269 40.122
28.552 40.131
28.839 40.152
29.03 40.171
29.342 40.194
29.686 40.389
29.109 40.418
27.911 40.356
27.717 40.264
27.492 40.164
> Marmara
27.489 40.795
26.167 40.414
24.7 40.139
23.89 39.752
23.68 39.426
23.941 39.378
24.786 38.874
25.448 39.351
25.864 39.476
27.341 40.107
27.492 40.164
27.717 40.264
27.911 40.356
29.109 40.418
29.686 40.389
30.23 40.487
30.767 40.555
30.476 40.632
30.311 40.657
30.147 40.683
30.039 40.689
29.514 40.714
29.31 40.717
28.875 40.88
28.559 40.869
28.017 40.809
27.489 40.795
> BlackSea
19.395 42.359
18.769 42.321
19.527 41.835
19.933 41.275
20.18 40.557
20.224 39.952
20.468 40.019
22.723 40.717
23.38 40.727
24.03 40.713
24.7 40.139
26.167 40.414
27.489 40.795
28.017 40.809
28.559 40.869
28.875 40.88
29.31 40.717
29.514 40.714
30.039 40.689
30.147 40.683
30.311 40.657
30.476 40.632
30.767 40.555
30.907 40.567
31.185 40.588
31.532 40.67
32.339 40.815
32.704 40.883
33.153 40.952
34.147 41.097
35.374 41.086
36.285 40.817
36.374 40.706
36.684 40.581
36.994 40.456
37.779 40.291
38.121 40.176
38.526 40.049
39.272 39.873
39.569 39.742
39.867 39.61
40.222 39.509
40.323 39.499
40.449 39.453
40.563 39.42
41.07 39.352
41.166 39.324
41.329 39.904
41.637 40.41
42.257 40.911
42.894 41.447
43.657 41.988
43.969 42.292
39.909 43.294
36.036 44.822
33.714 44.31
28.17 42.689
25.612 42.625
23.953 42.678
23.297 42.868
22.623 43.172
19.395 42.359
> Aktug13_2
38.121 40.176
37.779 40.291
36.994 40.456
36.486 40.545
36.005 40.554
35.561 40.485
33.962 39.887
33.067 39.465
34.024 38.396
34.879 37.44
35.898 39.074
37.993 39.576
39.272 39.873
38.526 40.049
38.121 40.176
> Aktug13_3
37.993 39.576
35.898 39.074
34.879 37.44
34.75 37.247
33.324 36.557
32.99 35.999
32.783 35.381
33.331 35.256
33.964 35.38
34.512 35.624
34.944 35.955
35.368 36.57
35.794 36.88
36.323 37.133
36.896 37.396
37.361 37.619
37.733 37.883
37.828 38.083
38.299 38.985
39.617 39.577
39.867 39.61
39.569 39.742
39.272 39.873
37.993 39.576
> Ovacik
40.449 39.453
40.323 39.499
40.222 39.509
39.867 39.61
39.617 39.577
38.299 38.985
37.828 38.083
37.733 37.883
38.327 38.022
38.542 38.063
38.978 38.333
39.374 38.472
39.781 38.608
40.129 38.782
40.541 38.98
41.022 39.252
41.166 39.324
41.07 39.352
40.563 39.42
40.449 39.453
> South_of_Ararat
41.166 39.324
41.55 39.113
42.462 38.772
44.572 37.948
44.622 38.192
44.755 38.517
44.607 38.722
44.389 38.926
43.278 39.345
43.062 39.549
42.497 39.66
41.895 39.8
41.329 39.904
41.166 39.324
> TIP_iran
41.022 39.252
40.541 38.98
40.904 38.755
41.236 38.616
41.839 38.355
42.289 38.213
42.797 37.99
43.836 37.8
44.268 37.459
44.934 37.025
44.737 37.539
44.572 37.948
42.462 38.772
41.55 39.113
41.166 39.324
41.022 39.252
> kuril-north
141.754 42.843
141.733 42.941
141.74 43.075
141.8 43.244
141.847 43.538
141.91 43.809
141.972 44.442
141.964 44.683
141.949 44.866
141.925 44.968
141.886 45.166
141.846 45.431
141.448 46.555
141.276 46.92
140.425 46.024
139.723 44.907
139.825 44.242
139.928 43.765
140.076 43.273
140.272 42.795
140.401 42.526
140.471 42.292
140.497 42.22
140.808 42.375
140.953 42.419
141.191 42.472
141.407 42.508
141.67 42.607
141.839 42.696
141.769 42.78
141.754 42.843
> IMP
140.076 43.273
139.928 43.765
139.825 44.242
139.723 44.907
139.54 44.537
139.381 44.299
139.347 44.135
139.312 44.02
139.291 43.817
139.29 43.79
139.371 43.179
139.415 42.444
139.482 41.793
139.615 40.657
139.6 40.02
139.598 39.419
139.588 39.272
139.569 39.051
139.549 38.891
139.524 38.574
139.533 38.307
139.497 38.249
139.476 38.09
139.419 38.021
139.322 37.92
139.141 37.811
139.022 37.717
138.927 37.523
138.771 37.333
138.599 37.104
138.387 36.856
138.334 36.727
138.226 36.671
138.121 36.611
137.843 36.562
137.884 36.437
137.934 36.273
137.99 36.175
138.047 36.078
138.078 36.015
138.181 35.957
138.288 35.858
138.395 35.76
138.442 35.653
138.484 35.543
138.547 35.297
138.844 35.347
138.974 35.377
139.72 35.935
139.852 36.27
139.879 36.85
139.899 36.991
139.907 37.541
140.041 37.831
140.264 38.141
140.26 38.278
140.268 38.392
140.381 38.492
140.415 38.635
140.495 38.814
140.647 39.013
140.706 39.206
140.736 39.388
140.826 39.507
140.932 39.706
140.98 40.037
140.946 40.339
140.847 40.765
140.765 41.04
140.706 41.409
140.698 41.453
140.497 42.22
140.471 42.292
140.401 42.526
140.272 42.795
140.076 43.273
> Alborz
55.779 37.465
55.083 37.073
54.559 36.839
53.919 36.73
53.589 36.698
52.847 36.496
52.391 36.43
51.609 36.603
50.948 36.706
50.465 37.031
50.316 37.465
49.563 37.572
49.292 37.744
49.078 38.237
48.923 38.669
48.833 38.513
48.601 38.313
48.469 37.988
48.538 37.48
48.836 36.983
49.505 36.736
50.033 36.566
51.177 36.148
52.384 35.738
52.615 35.701
53.582 36.081
54.33 36.375
54.703 36.388
55.573 36.908
56.128 37.174
56.743 37.368
56.6 37.469
55.779 37.465
> Central_Iran
48.538 37.48
48.469 37.988
48.211 37.978
48.005 37.892
47.647 37.819
47.37 37.799
46.825 37.854
46.337 38.077
45.906 38.304
45.583 38.413
45.087 38.525
44.607 38.722
44.755 38.517
44.622 38.192
44.572 37.948
44.737 37.539
44.934 37.025
45.347 36.447
46.443 35.094
49.207 33.353
50.567 32.038
51.321 31.29
52.2 30.5
52.3 33.2
52.555 33.288
53.897 33.818
52.183 34.137
50.449 35.075
49.505 36.736
48.836 36.983
48.538 37.48
> SouthCaspian
51.609 36.603
52.391 36.43
52.847 36.496
53.589 36.698
53.919 36.73
54.559 36.839
55.083 37.073
55.779 37.465
56.6 37.469
56.743 37.368
57.565 37.303
58.304 37.226
57.948 37.648
57.532 38.196
57.136 38.424
56.507 38.77
56.003 39.059
55.438 39.274
55.053 39.175
52.835 39.835
49.372 40.608
51.609 36.603
> Austrailia
133.568 -5.821
133.275 -6.146
132.981 -6.472
132.688 -6.799
132.394 -7.128
132.099 -7.457
131.805 -7.788
131.509 -8.119
131.214 -8.452
130.797 -8.614
130.378 -8.776
129.958 -8.938
129.508 -8.988
129.057 -9.038
128.604 -9.088
128.15 -9.137
127.695 -9.186
127.251 -9.324
126.806 -9.461
126.36 -9.599
125.913 -9.736
125.539 -9.919
125.164 -10.103
124.788 -10.286
124.412 -10.47
124.034 -10.653
123.655 -10.837
123.276 -11.021
122.76 -11.14
122.329 -11.264
121.896 -11.386
121.452 -11.455
121.003 -11.499
120.551 -11.52
120.1 -11.485
119.65 -11.437
119.2 -11.384
118.747 -11.36
118.293 -11.381
117.839 -11.353
117.387 -11.338
116.929 -11.33
116.475 -11.297
116.02 -11.263
115.566 -11.216
115.113 -11.159
114.659 -11.118
114.207 -11.049
113.759 -10.96
113.308 -10.892
112.857 -10.818
112.414 -10.721
111.967 -10.631
111.514 -10.572
111.067 -10.484
110.61 -10.478
110.155 -10.436
109.702 -10.384
109.247 -10.344
108.798 -10.271
108.353 -10.17
107.909 -10.07
107.478 -9.925
107.056 -9.756
106.651 -9.554
106.261 -9.324
105.869 -9.098
105.483 -8.862
105.092 -8.636
104.699 -8.414
104.299 -8.213
103.888 -8.029
103.483 -7.833
103.073 -7.653
102.701 -7.402
102.329 -7.153
101.862 -7.955
101.263 -8.719
100.657 -9.49
100.042 -10.266
99.419 -11.048
98.789 -11.834
98.15 -12.624
97.503 -13.418
96.847 -14.215
96.184 -15.014
95.513 -15.815
94.834 -16.617
94.146 -17.419
93.451 -18.221
92.748 -19.022
92.038 -19.822
91.319 -20.619
90.593 -21.413
89.86 -22.204
89.119 -22.99
88.372 -23.771
87.617 -24.546
86.855 -25.315
86.087 -26.077
85.312 -26.832
84.531 -27.578
83.744 -28.316
82.951 -29.044
82.153 -29.763
81.349 -30.472
80.54 -31.169
79.726 -31.856
78.908 -32.531
78.086 -33.194
77.352 -33.838
77.917 -34.324
78.488 -34.807
78.442 -34.842
78.803 -35.161
78.201 -35.683
78.69 -36.098
79.184 -36.511
78.606 -36.998
78.021 -37.483
78.706 -38.001
78.181 -38.393
78.529 -38.659
78.073 -39.005
78.384 -39.262
78.002 -39.538
78.425 -39.905
77.825 -40.326
78.484 -40.866
78.659 -40.872
79.319 -41.384
79.99 -41.892
80.463 -41.512
80.931 -41.13
81.752 -41.722
82.588 -42.309
83.439 -42.89
83.853 -42.551
84.263 -42.21
84.669 -41.868
85.07 -41.525
85.466 -41.18
85.859 -40.834
86.402 -41.129
86.95 -41.421
87.502 -41.711
88.06 -41.997
88.488 -41.686
89.011 -41.944
89.537 -42.2
90.068 -42.454
90.603 -42.705
91.142 -42.953
91.686 -43.199
92.234 -43.443
92.786 -43.684
93.343 -43.922
93.904 -44.157
94.47 -44.39
95.04 -44.62
94.926 -44.805
95.806 -45.141
96.698 -45.471
96.274 -45.996
95.842 -46.52
96.458 -46.772
97.08 -47.02
97.707 -47.265
98.34 -47.506
98.979 -47.744
99.624 -47.978
100.202 -47.267
100.817 -47.465
101.436 -47.661
102.06 -47.853
102.688 -48.042
103.321 -48.227
103.959 -48.409
104.601 -48.588
105.247 -48.762
105.898 -48.934
106.554 -49.101
106.692 -48.841
107.486 -49.015
108.285 -49.182
108.24 -49.259
109.351 -49.523
110.472 -49.779
110.868 -49.829
111.129 -49.8
111.363 -49.93
111.666 -50.084
112.967 -50.2
114.024 -50.388
114.362 -49.878
115.5 -49.974
115.988 -49.852
116.256 -49.54
116.635 -49.271
117.523 -49.62
118.194 -49.865
118.547 -49.802
119.366 -49.938
120.273 -50.036
120.516 -49.524
120.842 -48.89
121.555 -49.006
121.437 -49.62
121.866 -49.736
122.224 -49.846
122.553 -49.812
122.797 -49.729
123.013 -49.542
123.328 -49.585
123.771 -49.122
124.007 -48.906
124.213 -48.848
124.607 -48.983
124.992 -49.153
125.125 -49.358
125.262 -49.598
125.896 -49.717
126.074 -49.401
126.264 -49.044
126.434 -48.63
126.861 -48.698
127.313 -48.764
127.243 -49.294
127.196 -49.643
127.143 -49.976
128.312 -50.159
129.412 -50.348
130.569 -50.525
131.256 -50.604
131.515 -50.222
132.806 -50.335
133.465 -50.306
134.245 -50.347
135.026 -50.384
135.246 -50.209
136.226 -50.248
136.946 -50.22
137.7 -50.234
138.401 -50.231
139.11 -50.256
139.645 -50.279
139.733 -51.174
139.813 -51.838
140.323 -51.798
140.4 -52.274
140.478 -52.75
140.584 -53.504
140.659 -53.885
141.451 -54.053
142.25 -54.215
143.778 -54.234
144.282 -54.798
145.401 -54.755
146.881 -54.695
147.043 -55.175
147.206 -55.654
147.373 -56.132
147.545 -56.61
147.721 -57.088
147.902 -57.566
148.076 -57.527
148.806 -57.436
149.15 -58.104
149.398 -58.552
149.652 -58.999
150.006 -59.57
150.733 -59.475
151.008 -59.944
151.29 -60.413
152.473 -60.176
153.639 -59.93
154.294 -60.681
154.981 -61.429
155.701 -62.174
156.457 -62.914
157.97 -62.478
159.44 -62.026
160.865 -61.559
161.228 -61.457
161.129 -61.384
160.74 -61.053
160.327 -60.504
159.803 -60.005
159.691 -59.939
159.413 -59.732
159.186 -59.511
158.972 -59.305
158.65 -59.071
158.385 -58.858
158.267 -58.779
158.121 -58.605
157.92 -58.334
157.751 -58.068
157.62 -57.783
157.615 -57.474
157.64 -57.23
157.703 -56.992
157.823 -56.725
157.944 -56.438
158.042 -56.31
158.153 -56.165
158.226 -56.022
158.332 -55.779
158.465 -55.522
158.54 -55.272
158.596 -55.047
158.618 -54.928
158.674 -54.689
158.74 -54.559
158.885 -54.308
158.985 -54.088
159.142 -53.812
159.216 -53.62
159.318 -53.598
159.512 -53.345
159.731 -53.17
159.905 -52.991
160.092 -52.822
160.342 -52.634
160.535 -52.433
160.671 -52.292
160.762 -52.166
161.026 -51.924
161.162 -51.751
161.368 -51.542
161.542 -51.399
161.716 -51.192
161.825 -51.118
162.049 -50.962
162.273 -50.817
162.453 -50.668
162.594 -50.55
162.785 -50.443
162.963 -50.369
163.047 -50.273
163.235 -50.079
163.296 -49.985
163.412 -49.847
163.448 -49.761
163.545 -49.573
163.74 -49.322
163.868 -49.116
163.964 -48.917
164.13 -48.742
164.215 -48.592
164.287 -48.429
164.309 -48.274
164.389 -48.202
164.398 -48.059
164.482 -47.914
165 -47
165.5 -46
165.987 -45.545
166.5 -45
167.09 -44.6
167.68 -44.26
168.312 -43.942
168.709 -43.804
168.865 -44
169.465 -43.717
169.907 -43.53
170.349 -43.3
170.768 -43.097
171.145 -42.893
171.742 -42.593
171.889 -42.519
171.684 -42.127
172 -41.85
172.8 -40.8
173.15 -40.2
173.8 -39.24
174.172 -39.246
174.789 -39.26
175.384 -39.219
175.542 -39.238
175.631 -39.256
175.727 -39.289
175.786 -39.207
175.825 -39.121
175.878 -39.014
176.183 -38.567
176.5 -38.25
176.853 -37.973
177 -37.85
178.3 -36.8
177.507 -36.461
177.89 -35.917
178.403 -35.161
178.681 -34.786
178.996 -34.246
179.345 -33.602
179.657 -33.019
179.98 -32.347
-179.74 -31.751
-179.515 -31.333
-179.393 -30.997
-179.226 -30.355
-179.074 -29.792
-178.966 -29.498
-178.713 -28.693
-178.482 -27.985
-178.248 -27.377
-178.017 -26.767
-177.791 -25.978
-177.657 -25.197
-177.552 -24.72
-177.448 -24.242
-177.419 -24.105
-177.25 -23.708
-177.102 -23.414
-176.913 -23.048
-176.748 -22.735
-176.709 -22.5
-176.691 -22.286
-176.635 -22.231
-176.601 -22.007
-176.52 -21.811
-176.449 -21.601
-176.405 -21.487
-176.372 -21.301
-176.322 -21.113
-176.289 -21
-176.264 -20.891
-176.237 -20.796
-176.19 -20.655
-176.176 -20.494
-176.159 -20.423
-176.152 -20.265
-176.116 -20.129
-176.182 -20.106
-176.122 -19.884
-176.079 -19.814
-176.027 -19.651
-175.979 -19.387
-176.549 -19.217
-176.57 -18.975
-176.587 -18.836
-176.584 -18.768
-176.551 -18.686
-176.511 -18.6
-176.44 -18.472
-176.346 -18.307
-176.33 -18.267
-176.297 -18.131
-176.304 -18.055
-176.403 -17.873
-176.462 -17.731
-176.532 -17.574
-176.625 -17.399
-176.713 -17.219
-176.82 -17.034
-176.921 -16.877
-177.068 -16.725
-177.201 -16.575
-177.364 -16.437
-177.513 -16.32
-177.678 -16.177
-177.664 -16.107
-177.634 -16.024
-177.575 -15.961
-177.493 -15.899
-177.384 -15.807
-177.248 -15.71
-177.13 -15.559
-178.235 -15.929
-179.559 -17.698
178.941 -18.841
176.121 -21.166
175.733 -21.422
175.231 -21.75
174.584 -22.17
174.034 -22.488
173.212 -22.834
172.06 -23.173
170.547 -22.827
170.321 -22.702
170.13 -22.6
168.879 -21.25
167.958 -19.673
167.335 -17.977
167.004 -17.313
166.811 -16.92
166.535 -16.369
166.27 -14.63
166.223 -14.117
166.073 -13.45
165.895 -12.791
165.717 -12.132
165.387 -11.538
164.81 -11.18
164.758 -11.164
164.641 -11.114
164.512 -11.09
164.409 -11.091
164.267 -11.118
164.151 -11.144
163.996 -11.158
163.854 -11.185
163.699 -11.199
163.505 -11.238
163.311 -11.265
163.195 -11.291
163.053 -11.311
162.833 -11.356
162.626 -11.382
162.484 -11.421
162.345 -11.438
162.018 -11.422
161.901 -11.397
161.65 -11.31
161.218 -11.161
160.847 -10.898
160.481 -10.627
160.088 -10.395
159.698 -10.16
159.319 -9.91
158.961 -9.635
158.527 -9.496
158.122 -9.29
157.733 -9.054
157.334 -8.837
156.926 -8.639
156.529 -8.433
156.324 -8.207
156.334 -8.265
156.451 -9.211
156.136 -9.269
155.5 -9.5
154.253 -9.917
154.25 -10.25
152.833 -10.417
152 -11
149.993 -10.965
148 -10.3
147.71 -10.157
145.903 -8.718
145.9 -8
145.836 -7.761
145.666 -7.661
145.249 -7.374
144.74 -7.023
144.136 -6.813
143.569 -6.558
142.956 -6.295
142.231 -5.986
141.483 -5.727
140.884 -5.328
139.039 -4.709
136.21 -4.346
134.72 -4.051
133.923 -4.09
134.049 -4.476
133.762 -5.545
133.568 -5.821
> ESIL
168.718 -44.067
169.828 -44.52
170.49 -43.9
171.5 -43.346
170.768 -43.097
170.349 -43.3
169.907 -43.53
169.465 -43.717
168.865 -44
168.718 -44.067
> POFZ
171.5 -43.346
172.58 -43.098
172.696 -42.869
173.134 -42.634
173.216 -42.444
173.02 -42.532
172.512 -42.603
172.085 -42.71
171.145 -42.893
170.768 -43.097
171.5 -43.346
> HOPE
172.085 -42.71
172.512 -42.603
173.02 -42.532
173.216 -42.444
173.588 -42.307
173.73 -42.19
173.8 -42.1
174.035 -41.968
174.17 -41.94
174.03 -41.84
173.83 -41.923
173.36 -42.19
172.82 -42.388
172.5 -42.497
172.13 -42.595
171.742 -42.593
171.145 -42.893
172.085 -42.71
> AWAT
172.13 -42.595
172.5 -42.497
172.82 -42.388
173.36 -42.19
173.83 -41.923
174.03 -41.84
173.872 -41.718
173.283 -42.06
172.813 -42.157
172.237 -42.347
171.889 -42.519
171.742 -42.593
172.13 -42.595
> FORE
166.139 -45.637
166.54 -45.37
166.867 -45.105
167.36 -44.805
167.78 -44.56
168.085 -44.39
168.718 -44.067
168.865 -44
168.709 -43.804
168.312 -43.942
167.68 -44.26
167.09 -44.6
166.5 -45
165.987 -45.545
165.5 -46
166.139 -45.637
> FIOR
165.5 -46
165 -47
164.482 -47.914
165.3 -47.9
165.832 -46.988
166.38 -46.6
167.307 -46.025
168 -45.5
168.65 -45
168.718 -44.067
168.085 -44.39
167.78 -44.56
167.36 -44.805
166.867 -45.105
166.54 -45.37
166.139 -45.637
165.5 -46
> Caribbean
-82.244 17.691
-82.865 17.626
-83.706 17.481
-84.248 17.344
-84.91 17.107
-85.671 16.911
-86.32 16.695
-86.86 16.533
-87.175 16.439
-87.736 16.205
-87.651 15.796
-87.657 15.565
-87.777 15.424
-87.852 15.25
-87.858 15.097
-87.831 14.978
-87.702 14.768
-87.557 14.382
-87.629 14.032
-87.683 13.841
-87.74 13.683
-87.763 13.499
-87.674 13.491
-87.534 13.425
-87.466 13.354
-87.404 13.102
-87.23 12.84
-87.19 12.83
-87.12 12.81
-87.1 12.79
-86.99 12.71
-86.72 12.53
-86.67 12.42
-86.63 12.4
-86.58 12.31
-86.44 12.25
-86.384 12.077
-86.34 12.04
-86.31 12
-86.29 11.94
-86.26 11.87
-86.23 11.85
-86.16 11.84
-86.12 11.838
-86 11.77
-85.88 11.65
-85.8 11.5
-85.77 11.39
-85.65 11.28
-85.62 11.27
-85.55 11.23
-85.5 11.2
-85.39 11.1
-85.29 11.03
-85.24 10.95
-85.05 10.75
-84.97 10.7
-84.85 10.43
-84.83 10.41
-84.74 10.25
-84.515 9.902
-84.404 9.923
-83.82 9.995
-83.374 10.026
-83.146 10.04
-82.92 9.984
-82.742 9.898
-82.364 9.651
-81.829 9.418
-81.654 9.444
-81.469 9.587
-81.306 9.778
-81.079 9.935
-80.879 10.058
-80.636 10.154
-80.365 10.271
-80.105 10.305
-79.748 10.389
-79.432 10.431
-79.234 10.415
-79.151 10.479
-78.97 10.579
-78.746 10.653
-78.427 10.639
-78.229 10.615
-78.129 10.547
-77.922 10.432
-77.679 10.27
-77.499 10.098
-77.291 9.9
-77.083 9.631
-76.924 9.376
-76.757 9.043
-75.84 10.751
-74.572 11.756
-74.273 11.363
-73.906 11.332
-73.696 11.328
-73.343 11.245
-73.179 11.209
-72.632 11.175
-72.269 11.122
-71.871 11.013
-71.401 10.895
-70.855 10.891
-70.626 10.888
-70.462 10.854
-70.063 10.868
-69.678 10.887
-69.454 10.882
-68.844 10.637
-68.513 10.626
-68.075 10.579
-67.646 10.576
-67.185 10.605
-66.932 10.606
-65.992 10.665
-65.411 10.556
-64.97 10.492
-64.561 10.456
-64.332 10.466
-64.066 10.474
-63.815 10.471
-63.442 10.483
-63.188 10.495
-62.748 10.5
-62.536 10.496
-62.395 10.502
-62.192 10.555
-61.694 10.388
-61.452 10.335
-61.257 10.386
-61.033 10.446
-60.756 10.447
-60.023 10.375
-58.654 10.485
-58.337 10.662
-58.029 10.852
-57.743 11.073
-57.512 11.349
-57.393 11.686
-57.379 12.044
-57.418 12.401
-57.474 12.756
-57.526 13.112
-57.555 13.469
-57.566 13.828
-57.589 14.187
-57.667 14.537
-57.871 14.831
-58.194 15.005
-58.527 15.16
-58.739 15.444
-58.776 15.801
-58.772 16.161
-58.815 16.517
-59.017 16.813
-59.318 17.026
-59.609 17.251
-59.837 17.536
-60.028 17.846
-60.227 18.152
-60.478 18.42
-60.775 18.642
-61.095 18.834
-61.422 19.015
-61.753 19.191
-62.091 19.355
-62.44 19.498
-62.8 19.612
-63.163 19.004
-63.641 18.848
-64.05 18.389
-64.61 18.055
-65.227 17.942
-66.235 17.282
-68.175 17.179
-70.276 17.396
-70.586 17.747
-70.861 18.244
-71.397 18.444
-72.083 18.488
-72.772 18.397
-73.088 18.334
-74.207 18.303
-74.753 18.272
-75.317 18.081
-75.644 18.042
-75.96 17.925
-77.08 17.795
-77.958 17.789
-78.248 18.093
-80.53 17.973
-81.649 17.849
-82.244 17.691
> ANDE
-76.757 9.043
-76.723 8.68
-75.846 6.691
-75.596 6.062
-75.49 5.557
-75.582 4.961
-75.889 4.717
-76.067 4.3
-76.198 3.694
-75.23 4.136
-75.153 4.744
-74.675 6.413
-74.577 6.93
-74.564 7.841
-74.095 10.509
-74.231 10.94
-74.273 11.363
-74.572 11.756
-75.84 10.751
-76.757 9.043
> KAB_iran
54.692 32.288
54.802 31.997
55.025 31.608
55.148 31.241
55.262 30.688
55.33 30.53
55.499 30.384
55.599 30.354
55.722 30.29
55.85 30.237
55.987 30.189
56.083 30.141
56.19 30.095
56.318 30.071
56.407 30.008
56.42 30
56.447 29.98
56.491 29.931
56.533 29.889
56.7 29.8
57 30.4
56.89 30.5
56.722 30.763
56.686 30.805
56.319 31.235
56.1 31.667
55.846 31.912
55.508 32.289
55.306 32.398
54.737 32.554
54.713 32.486
54.692 32.288
> ADB_iran
54.713 32.486
54.737 32.554
54.5 33
52.797 33.235
53.116 32.904
53.196 32.338
53.751 31.406
53.952 30.834
54.028 30.625
54.125 30.442
54.271 30.218
54.752 29.581
54.806 29.556
56.7 29.8
56.533 29.889
56.491 29.931
56.447 29.98
56.42 30
56.407 30.008
56.318 30.071
56.19 30.095
56.083 30.141
55.987 30.189
55.85 30.237
55.722 30.29
55.599 30.354
55.499 30.384
55.33 30.53
55.262 30.688
55.148 31.241
55.025 31.608
54.802 31.997
54.692 32.288
54.713 32.486
> NDR_iran
52.555 33.288
52.797 33.235
54.5 33
54.737 32.554
55.306 32.398
56 33.7
57.2 34
58.7 34.5
59.83 34.08
60.2 34.8
60 34.9
59.426 35.15
59.311 35.183
59.006 35.243
58.037 35.287
57.532 35.218
57.194 35.153
56.268 34.863
55.592 34.577
55.314 34.47
53.897 33.818
52.555 33.288
> Timor
126.982 -7.11
125.717 -7.463
125.367 -8.238
124.071 -8.87
123.66 -10.345
123.276 -11.021
123.655 -10.837
124.034 -10.653
124.412 -10.47
124.788 -10.286
125.164 -10.103
125.539 -9.919
125.913 -9.736
126.36 -9.599
126.806 -9.461
127.251 -9.324
127.695 -9.186
128.15 -9.137
128.604 -9.088
129.057 -9.038
129.508 -8.988
129.958 -8.938
130.378 -8.776
130.797 -8.614
131.214 -8.452
131.509 -8.119
131.805 -7.788
132.099 -7.457
132.394 -7.128
132.688 -6.799
132.981 -6.472
133.275 -6.146
133.568 -5.821
133.762 -5.545
134.049 -4.476
133.923 -4.09
133.544 -4.114
132.974 -4.279
132.08 -4.941
130.855 -5.494
129.752 -5.867
129.144 -6.355
127.471 -6.97
126.982 -7.11
> BLEN
173.27 -41.643
172.83 -41.818
172.41 -42.058
172.237 -42.347
172.813 -42.157
173.283 -42.06
173.872 -41.718
173.632 -41.545
173.27 -41.643
> Akarnania
21.166 38.316
21.348 38.001
21.771 38.293
21.951 38.35
21.718 38.434
21.593 38.59
21.307 38.633
21.151 38.915
21.011 39.091
20.974 39.139
20.852 39.178
20.708 39.124
20.54 38.81
21.166 38.316
> NorthernGreece
20.468 40.019
20.224 39.952
20.262 39.51
20.342 38.997
20.54 38.81
20.708 39.124
20.852 39.178
20.974 39.139
21.011 39.091
21.501 38.985
22.261 38.928
22.457 38.843
22.828 38.815
23.454 39.284
23.815 39.243
23.941 39.378
23.68 39.426
23.89 39.752
24.7 40.139
24.03 40.713
23.38 40.727
22.723 40.717
20.468 40.019
> Aegean
21.584 37.795
22.031 37.292
22.048 37.02
22.226 36.86
22.318 36.687
22.326 36.394
22.38 36.234
22.277 35.378
22.645 35.045
23.059 34.753
23.55 34.562
24.069 34.431
24.6 34.35
25.142 34.334
25.683 34.324
26.223 34.319
26.759 34.38
26.469 34.636
26.156 34.902
26.545 35.668
26.853 35.801
27.015 36.28
27.427 36.771
28.604 36.912
28.327 37.251
27.88 37.451
27.444 37.697
27.347 37.816
27.22 37.779
26.039 38.092
25.251 38.363
25.043 38.256
24.506 37.887
24.148 38.129
23.807 38.389
23.255 38.22
22.745 38.077
21.951 38.35
21.771 38.293
21.348 38.001
21.584 37.795
> CentralGreece
21.151 38.915
21.307 38.633
21.593 38.59
21.718 38.434
21.951 38.35
22.745 38.077
23.255 38.22
23.807 38.389
23.503 38.573
23.306 38.688
22.828 38.815
22.457 38.843
22.261 38.928
21.501 38.985
21.011 39.091
21.151 38.915
> Aragats
43.027 40.223
43.769 40.154
44.465 40.009
45.378 39.273
45.122 39.639
44.81 40.006
44.609 40.508
44.229 40.873
43.959 40.968
43.624 40.579
43.027 40.223
> Kars
41.637 40.41
41.329 39.904
41.895 39.8
42.475 40.021
43.027 40.223
43.624 40.579
43.959 40.968
43.262 41.305
42.894 41.447
42.257 40.911
41.637 40.41
> Azerban_new1
47.423 41.098
46.715 41.631
46.064 41.948
45.275 42.171
43.969 42.292
43.657 41.988
44.907 41.446
45.582 40.995
45.887 40.862
46.584 40.571
46.925 40.093
47.437 39.583
47.524 39.494
47.752 39.613
48.285 39.529
48.923 38.669
49.078 38.237
48.998 39.691
48.886 40.063
48.563 40.52
48.406 40.68
48.241 40.862
47.423 41.098
> Caucasus
43.657 41.988
42.894 41.447
43.262 41.305
43.959 40.968
44.229 40.873
44.757 40.688
45.224 40.536
45.69 40.368
46.066 40.248
46.509 39.712
46.789 39.111
47.524 39.494
47.437 39.583
46.925 40.093
46.584 40.571
45.887 40.862
45.582 40.995
44.907 41.446
43.657 41.988
> Azerban_new2
48.667 41.213
48.352 41.562
48.109 42
45.275 42.171
46.064 41.948
46.715 41.631
47.423 41.098
48.241 40.862
48.406 40.68
48.563 40.52
48.886 40.063
48.998 39.691
49.078 38.237
49.292 37.744
49.563 37.572
50.316 37.465
50.465 37.031
50.948 36.706
51.609 36.603
49.372 40.608
49.309 40.703
48.961 41.058
48.667 41.213
> NorthCyprus
30.957 38.28
30.664 38.107
30.88 37.652
31.148 37.028
31.519 36.344
32.014 35.781
32.783 35.381
32.99 35.999
33.324 36.557
32.161 37.65
31.349 38.509
30.957 38.28
> VernantAnatolia
26.442 38.68
27.491 38.644
27.58 38.546
28.331 38.517
28.814 38.22
