116.508 -8.288000002 11 6.4
116.466895 -8.29621899985 15.753 5.1
116.51224 -8.30845499979 18.401 4.4
116.470557 -8.21084499979 4.722 5.1
116.447786 -8.31952299985 13.689 4.7
116.449967 -8.38760499983 8.537 4.9
116.471273 -8.23043699984 6.298 3.6
116.480892 -8.23428899983 13.831 3.5
116.456812 -8.23056299981 10.737 3.7
116.568709 -8.27443299985 5.873 3.7
116.4361 -8.29043099984 10.686 3.7
116.446859 -8.35032199978 12.288 3.6
116.475643 -8.26917699987 14.2 3.7
116.425798 -8.06665199982 9.604 3.5
116.470394 -8.23711199982 7.436 3.7
116.60695 -8.32619399984 9.211 3.4
116.621354 -8.23441799981 10.703 4.3
116.582609 -8.2901069998 11.257 3.8
116.618294 -8.32411499981 9.562 3.4
116.647144 -8.27116199979 7.547 3.4
116.650505 -8.24361499979 5.801 3.7
116.553695 -8.2939919998 26.29 2.1
116.464844 -8.30673399979 8.789 3.8
116.833309 -8.57645099982 28.423 3.7
116.827669 -8.5623139998 27.926 3
116.566984 -8.26638199982 21.129 5
116.564152 -8.3017629998 24.483 4.3
116.620679 -8.2996639998 9.306 3.2
116.595451 -8.27925199982 16.764 3.4
116.497339 -8.29368699979 3.757 3.1
116.459945 -8.28065799978 13.6 3.1
116.378141 -8.2460959998 10.209 3
116.631787 -8.29832199982 14.565 4.8
116.636027 -8.29496299978 14.831 3.7
116.438184 -8.26176699984 10.741 2.4
116.57124 -8.26984899979 14.696 3.1
116.312085 -9.01854899979 11.157 4.9
116.16464 -8.97949299982 8.939 4.4
116.297941 -8.74466799982 14.899 3.6
116.213395 -8.96335099982 7.559 4.5
116.210018 -8.94441699977 8.78 3.9
116.216243 -8.97064099977 10.737 3.4
116.306315 -8.75867999981 11.887 3.4
116.217635 -8.96503399978 13.301 3.4
116.203548 -8.96175999983 7.718 4.5
116.126115 -8.96793399981 8.005 3.4
116.268522 -9.02670399983 11.604 3.4
116.239193 -8.83364099977 10.729 2.3
116.136418 -9.01624199982 3.836 2.3
116.261401 -8.86828199982 9.171 3.2
116.435588 -8.32842899979 12.96 6.8
116.237842 -8.24710199982 10.246 3.6
116.210189 -8.31510999978 14.804 5.1
116.166821 -8.29004999981 15.853 5.5
116.462939 -8.2086919998 13.949 5
116.211776 -8.32758499981 13.598 3.6
116.147469 -8.28757899984 14.915 4.1
116.472957 -8.24748799986 12.126 3.4
116.259155 -8.23268699985 13.682 3.7
116.463013 -8.24992999982 14.052 3.8
116.10083 -8.24851199986 14.265 4.3
116.367725 -8.18757499982 13.32 4.2
116.217757 -8.23774799984 13.774 3.6
116.253939 -8.23564899981 13.994 4.5
116.195719 -8.22547699983 14.458 3.9
116.460262 -8.21583499985 13.788 4.7
116.142285 -8.27712099986 14.045 4.2
116.371045 -8.17795199982 13.243 4.3
116.180501 -8.32837599981 16.419 4.5
115.988835 -8.29306999984 13.623 4.8
116.468213 -8.24559799982 12.016 3.6
116.162777 -8.29282399984 18.022 3.9
116.542196 -8.34393899984 14.364 3.7
116.451921 -8.27886299982 11.72 4.6
116.236857 -8.29385299978 14.442 3.9
116.439665 -8.21383899986 14.344 3.8
116.006104 -8.29542399983 14.328 3.7
116.434945 -8.24910999979 11.604 3.6
116.176131 -8.26543999983 14.954 3.7
116.214062 -8.21974999987 13.631 5
116.517871 -8.36167799981 14.798 4.1
116.423934 -8.21758699981 13.541 4.1
116.113949 -8.29068299982 13.356 3.7
116.420475 -8.24368899978 13.798 4.1
116.045711 -8.26545699979 12.196 4.6
116.42771 -8.26359599981 10.674 3.6
116.606551 -8.21314399978 15.037 3.7
116.060726 -8.29424499986 20.413 3.6
116.431112 -8.22655399982 13.491 4.1
116.21346 -8.24844499981 14.686 4.4
116.189095 -8.26379999985 13.468 3.9
116.176099 -8.44577199986 15.174 3.7
116.261515 -8.22862799983 13.641 3.1
116.214901 -8.25328899987 14.81 3.8
116.228377 -8.31902799979 15.661 4.1
116.19187 -8.23196499978 14.089 3.4
116.220744 -8.21448299978 14.479 3.4
116.205534 -8.3151769998 14.655 4.3
116.182739 -8.2678589998 14.934 4.1
116.216016 -8.21095599986 10.912 5
116.212834 -8.22627799981 14.138 3.9
116.217708 -8.22392099981 14.111 4.1
116.060514 -8.2758299998 14.563 4
116.267879 -8.24362899982 13.969 5.2
116.270426 -8.23501499981 15.485 3.7
116.452531 -8.27615099986 13.147 3.4
116.278564 -8.24026699983 14.039 4.5
116.224186 -8.27548199987 14.693 3.4
116.194816 -8.22112499983 14.007 3.7
116.29493 -8.24570599983 14.324 3.9
116.008854 -8.28929199979 17.989 3.8
116.197428 -8.2179499998 14.21 4
116.259709 -8.23274299984 13.921 3
116.608748 -8.29541399978 14.154 3.9
116.461629 -8.24753599984 11.827 3.7
116.160954 -8.44449299985 16.252 3.5
116.285229 -8.24712899979 12.177 3.4
116.429142 -8.23253999982 13.194 3.3
116.246948 -8.27011599979 14.151 3.1
116.452018 -8.23911399985 12.513 3.3
116.278328 -8.26778099979 13.957 3
116.137337 -8.27603799982 15.129 3.3
116.18776 -8.23760499984 13.943 3.1
116.186475 -8.23350799984 14.5 3.5
116.03007 -8.32283599983 16.151 3.7
116.235832 -8.2530999998 13.843 3.4
116.176782 -8.28021699981 14.736 3.4
116.003817 -8.29051299978 14.77 4
116.219474 -8.22851699979 14.005 3.4
116.197689 -8.24188399979 14.692 3.4
116.433765 -8.24437299982 12.792 3
116.146818 -8.29756099983 14.723 4
116.194604 -8.22864199985 14.322 3.5
116.200277 -8.21384599984 14.528 3.9
116.416105 -8.21704299979 15.041 4.1
116.033252 -8.32047099986 18.332 5
116.43064 -8.24014599986 12.966 3.6
